######################################################################
#  WEATHER DATA ANALYSIS REPORT
#  Generated: 2026-05-17 14:17:55
#  Database Backend: SQLite
#  Pipeline: Automated ETL Pipeline using Python & MySQL
######################################################################

======================================================================
  Average Temperature, Humidity & Air Quality by City (JOIN & GROUP BY)
======================================================================
  City      Country  Avg Temp (°C)  Avg Humidity (%)  Avg AQI  
  -------------------------------------------------------------
  Dubai     AE       38.41          28.53             45.1     
  Mumbai    IN       33.36          68.5              94.96    
  Delhi     IN       30.38          38.63             165.18   
  Sydney    AU       23.37          63.54             45.0     
  Tokyo     JP       21.38          61.56             44.68    
  New York  US       19.37          58.53             44.79    
  Paris     FR       18.44          66.59             45.58    
  London    GB       17.36          73.43             45.41    
  Berlin    DE       16.4           63.48             44.85    
  Toronto   CA       13.4           58.48             44.99    

  Records: 10

======================================================================
  Rank Cities by Wind Speed in Each Country (Window Function RANK & JOIN)
======================================================================
  City      Country  Wind Speed (m/s)  Rank in Country  
  Toronto   CA       8.99              554              
  Toronto   CA       8.98              557              
  Toronto   CA       8.98              557              
  Toronto   CA       8.98              557              
  Toronto   CA       8.98              557              
  Toronto   CA       8.97              561              
  Toronto   CA       8.97              561              
  Toronto   CA       8.97              561              
  Toronto   CA       8.97              561              
  Toronto   CA       8.97              561              
  Toronto   CA       8.97              561              
  Toronto   CA       8.96              567              
  Toronto   CA       8.96              567              
  Toronto   CA       8.96              567              
  Toronto   CA       8.95              570              
  Toronto   CA       8.95              570              
  Toronto   CA       8.95              570              
  Toronto   CA       8.95              570              
  Toronto   CA       8.95              570              
  Toronto   CA       8.94              575              
  Toronto   CA       8.94              575              
  Toronto   CA       8.94              575              
  Toronto   CA       8.94              575              
  Toronto   CA       8.93              579              
  Toronto   CA       8.93              579              
  Toronto   CA       8.93              579              
  Toronto   CA       8.93              579              
  Toronto   CA       8.92              583              
  Toronto   CA       8.92              583              
  Toronto   CA       8.92              583              
  Toronto   CA       8.92              583              
  Toronto   CA       8.92              583              
  Toronto   CA       8.91              588              
  Toronto   CA       8.91              588              
  Toronto   CA       8.91              588              
  Toronto   CA       8.91              588              
  Toronto   CA       8.91              588              
  Toronto   CA       8.91              588              
  Toronto   CA       8.9               594              
  Toronto   CA       8.9               594              
  Toronto   CA       8.9               594              
  Toronto   CA       8.9               594              
  Toronto   CA       8.9               594              
  Toronto   CA       8.9               594              
  Toronto   CA       8.9               594              
  Toronto   CA       8.89              601              
  Toronto   CA       8.89              601              
  Toronto   CA       8.89              601              
  Toronto   CA       8.89              601              
  Toronto   CA       8.89              601              
  Toronto   CA       8.89              601              
  Toronto   CA       8.89              601              
  Toronto   CA       8.89              601              
  Toronto   CA       8.89              601              
  Toronto   CA       8.89              601              
  Toronto   CA       8.89              601              
  Toronto   CA       8.89              601              
  Toronto   CA       8.89              601              
  Toronto   CA       8.89              601              
  Toronto   CA       8.88              615              
  Toronto   CA       8.88              615              
  Toronto   CA       8.88              615              
  Toronto   CA       8.88              615              
  Toronto   CA       8.88              615              
  Toronto   CA       8.87              620              
  Toronto   CA       8.87              620              
  Toronto   CA       8.87              620              
  Toronto   CA       8.87              620              
  Toronto   CA       8.87              620              
  Toronto   CA       8.87              620              
  Toronto   CA       8.87              620              
  Toronto   CA       8.87              620              
  Toronto   CA       8.87              620              
  Toronto   CA       8.87              620              
  Toronto   CA       8.87              620              
  Toronto   CA       8.87              620              
  Toronto   CA       8.86              632              
  Toronto   CA       8.86              632              
  Toronto   CA       8.86              632              
  Toronto   CA       8.86              632              
  Toronto   CA       8.86              632              
  Toronto   CA       8.86              632              
  Toronto   CA       8.86              632              
  Toronto   CA       8.86              632              
  Toronto   CA       8.85              640              
  Toronto   CA       8.85              640              
  Toronto   CA       8.85              640              
  Toronto   CA       8.85              640              
  Toronto   CA       8.85              640              
  Toronto   CA       8.85              640              
  Toronto   CA       8.85              640              
  Toronto   CA       8.84              647              
  Toronto   CA       8.84              647              
  Toronto   CA       8.84              647              
  Toronto   CA       8.84              647              
  Toronto   CA       8.84              647              
  Toronto   CA       8.84              647              
  Toronto   CA       8.84              647              
  Toronto   CA       8.84              647              
  Toronto   CA       8.84              647              
  Toronto   CA       8.84              647              
  Toronto   CA       8.83              657              
  Toronto   CA       8.83              657              
  Toronto   CA       8.83              657              
  Toronto   CA       8.83              657              
  Toronto   CA       8.83              657              
  Toronto   CA       8.82              662              
  Toronto   CA       8.82              662              
  Toronto   CA       8.82              662              
  Toronto   CA       8.82              662              
  Toronto   CA       8.82              662              
  Toronto   CA       8.82              662              
  Toronto   CA       8.82              662              
  Toronto   CA       8.82              662              
  Toronto   CA       8.82              662              
  Toronto   CA       8.82              662              
  Toronto   CA       8.82              662              
  Toronto   CA       8.81              673              
  Toronto   CA       8.81              673              
  Toronto   CA       8.81              673              
  Toronto   CA       8.81              673              
  Toronto   CA       8.81              673              
  Toronto   CA       8.81              673              
  Toronto   CA       8.81              673              
  Toronto   CA       8.81              673              
  Toronto   CA       8.8               681              
  Toronto   CA       8.8               681              
  Toronto   CA       8.8               681              
  Toronto   CA       8.8               681              
  Toronto   CA       8.8               681              
  Toronto   CA       8.8               681              
  Toronto   CA       8.79              687              
  Toronto   CA       8.79              687              
  Toronto   CA       8.79              687              
  Toronto   CA       8.79              687              
  Toronto   CA       8.79              687              
  Toronto   CA       8.79              687              
  Toronto   CA       8.78              693              
  Toronto   CA       8.78              693              
  Toronto   CA       8.78              693              
  Toronto   CA       8.77              696              
  Toronto   CA       8.77              696              
  Toronto   CA       8.77              696              
  Toronto   CA       8.77              696              
  Toronto   CA       8.77              696              
  Toronto   CA       8.77              696              
  Toronto   CA       8.76              702              
  Toronto   CA       8.76              702              
  Toronto   CA       8.76              702              
  Toronto   CA       8.76              702              
  Toronto   CA       8.76              702              
  Toronto   CA       8.76              702              
  Toronto   CA       8.76              702              
  Toronto   CA       8.75              709              
  Toronto   CA       8.75              709              
  Toronto   CA       8.74              711              
  Toronto   CA       8.74              711              
  Toronto   CA       8.74              711              
  Toronto   CA       8.74              711              
  Toronto   CA       8.74              711              
  Toronto   CA       8.74              711              
  Toronto   CA       8.74              711              
  Toronto   CA       8.74              711              
  Toronto   CA       8.73              719              
  Toronto   CA       8.73              719              
  Toronto   CA       8.73              719              
  Toronto   CA       8.73              719              
  Toronto   CA       8.73              719              
  Toronto   CA       8.73              719              
  Toronto   CA       8.72              725              
  Toronto   CA       8.72              725              
  Toronto   CA       8.72              725              
  Toronto   CA       8.72              725              
  Toronto   CA       8.72              725              
  Toronto   CA       8.72              725              
  Toronto   CA       8.71              731              
  Toronto   CA       8.71              731              
  Toronto   CA       8.71              731              
  Toronto   CA       8.71              731              
  Toronto   CA       8.7               735              
  Toronto   CA       8.7               735              
  Toronto   CA       8.7               735              
  Toronto   CA       8.7               735              
  Toronto   CA       8.7               735              
  Toronto   CA       8.7               735              
  Toronto   CA       8.7               735              
  Toronto   CA       8.7               735              
  Toronto   CA       8.7               735              
  Toronto   CA       8.7               735              
  Toronto   CA       8.7               735              
  Toronto   CA       8.7               735              
  Toronto   CA       8.69              747              
  Toronto   CA       8.69              747              
  Toronto   CA       8.69              747              
  Toronto   CA       8.69              747              
  Toronto   CA       8.69              747              
  Toronto   CA       8.68              752              
  Toronto   CA       8.68              752              
  Toronto   CA       8.68              752              
  Toronto   CA       8.67              755              
  Toronto   CA       8.67              755              
  Toronto   CA       8.67              755              
  Toronto   CA       8.67              755              
  Toronto   CA       8.67              755              
  Toronto   CA       8.67              755              
  Toronto   CA       8.67              755              
  Toronto   CA       8.66              762              
  Toronto   CA       8.66              762              
  Toronto   CA       8.66              762              
  Toronto   CA       8.66              762              
  Toronto   CA       8.66              762              
  Toronto   CA       8.65              767              
  Toronto   CA       8.65              767              
  Toronto   CA       8.65              767              
  Toronto   CA       8.65              767              
  Toronto   CA       8.65              767              
  Toronto   CA       8.65              767              
  Toronto   CA       8.64              773              
  Toronto   CA       8.64              773              
  Toronto   CA       8.64              773              
  Toronto   CA       8.64              773              
  Toronto   CA       8.63              777              
  Toronto   CA       8.63              777              
  Toronto   CA       8.63              777              
  Toronto   CA       8.63              777              
  Toronto   CA       8.63              777              
  Toronto   CA       8.63              777              
  Toronto   CA       8.63              777              
  Toronto   CA       8.63              777              
  Toronto   CA       8.62              785              
  Toronto   CA       8.62              785              
  Toronto   CA       8.62              785              
  Toronto   CA       8.62              785              
  Toronto   CA       8.62              785              
  Toronto   CA       8.62              785              
  Toronto   CA       8.62              785              
  Toronto   CA       8.62              785              
  Toronto   CA       8.61              793              
  Toronto   CA       8.61              793              
  Toronto   CA       8.61              793              
  Toronto   CA       8.6               796              
  Toronto   CA       8.6               796              
  Toronto   CA       8.6               796              
  Toronto   CA       8.6               796              
  Toronto   CA       8.6               796              
  Toronto   CA       8.6               796              
  Toronto   CA       8.6               796              
  Toronto   CA       8.6               796              
  Toronto   CA       8.6               796              
  Toronto   CA       8.59              805              
  Toronto   CA       8.59              805              
  Toronto   CA       8.59              805              
  Toronto   CA       8.59              805              
  Toronto   CA       8.59              805              
  Toronto   CA       8.59              805              
  Toronto   CA       8.58              811              
  Toronto   CA       8.58              811              
  Toronto   CA       8.58              811              
  Toronto   CA       8.57              814              
  Toronto   CA       8.57              814              
  Toronto   CA       8.57              814              
  Toronto   CA       8.57              814              
  Toronto   CA       8.57              814              
  Toronto   CA       8.57              814              
  Toronto   CA       8.57              814              
  Toronto   CA       8.56              821              
  Toronto   CA       8.56              821              
  Toronto   CA       8.56              821              
  Toronto   CA       8.56              821              
  Toronto   CA       8.56              821              
  Toronto   CA       8.56              821              
  Toronto   CA       8.56              821              
  Toronto   CA       8.56              821              
  Toronto   CA       8.55              829              
  Toronto   CA       8.55              829              
  Toronto   CA       8.55              829              
  Toronto   CA       8.55              829              
  Toronto   CA       8.55              829              
  Toronto   CA       8.55              829              
  Toronto   CA       8.54              835              
  Toronto   CA       8.54              835              
  Toronto   CA       8.54              835              
  Toronto   CA       8.54              835              
  Toronto   CA       8.54              835              
  Toronto   CA       8.54              835              
  Toronto   CA       8.53              841              
  Toronto   CA       8.53              841              
  Toronto   CA       8.53              841              
  Toronto   CA       8.53              841              
  Toronto   CA       8.53              841              
  Toronto   CA       8.52              846              
  Toronto   CA       8.52              846              
  Toronto   CA       8.52              846              
  Toronto   CA       8.52              846              
  Toronto   CA       8.52              846              
  Toronto   CA       8.52              846              
  Toronto   CA       8.52              846              
  Toronto   CA       8.52              846              
  Toronto   CA       8.51              854              
  Toronto   CA       8.51              854              
  Toronto   CA       8.51              854              
  Toronto   CA       8.51              854              
  Toronto   CA       8.51              854              
  Toronto   CA       8.51              854              
  Toronto   CA       8.51              854              
  Toronto   CA       8.51              854              
  Toronto   CA       8.51              854              
  Toronto   CA       8.51              854              
  Toronto   CA       8.51              854              
  Toronto   CA       8.5               865              
  Toronto   CA       8.5               865              
  Toronto   CA       8.5               865              
  Toronto   CA       8.5               865              
  Toronto   CA       8.5               865              
  Toronto   CA       8.5               865              
  Toronto   CA       8.49              871              
  Toronto   CA       8.49              871              
  Toronto   CA       8.49              871              
  Toronto   CA       8.49              871              
  Toronto   CA       8.49              871              
  Toronto   CA       8.49              871              
  Toronto   CA       8.48              877              
  Toronto   CA       8.48              877              
  Toronto   CA       8.48              877              
  Toronto   CA       8.48              877              
  Toronto   CA       8.47              881              
  Toronto   CA       8.47              881              
  Toronto   CA       8.47              881              
  Toronto   CA       8.47              881              
  Toronto   CA       8.47              881              
  Toronto   CA       8.47              881              
  Toronto   CA       8.47              881              
  Toronto   CA       8.47              881              
  Toronto   CA       8.47              881              
  Toronto   CA       8.47              881              
  Toronto   CA       8.46              891              
  Toronto   CA       8.46              891              
  Toronto   CA       8.46              891              
  Toronto   CA       8.46              891              
  Toronto   CA       8.46              891              
  Toronto   CA       8.45              896              
  Toronto   CA       8.45              896              
  Toronto   CA       8.45              896              
  Toronto   CA       8.45              896              
  Toronto   CA       8.45              896              
  Toronto   CA       8.44              901              
  Toronto   CA       8.44              901              
  Toronto   CA       8.44              901              
  Toronto   CA       8.44              901              
  Toronto   CA       8.44              901              
  Toronto   CA       8.44              901              
  Toronto   CA       8.44              901              
  Toronto   CA       8.43              908              
  Toronto   CA       8.43              908              
  Toronto   CA       8.43              908              
  Toronto   CA       8.43              908              
  Toronto   CA       8.43              908              
  Toronto   CA       8.43              908              
  Toronto   CA       8.43              908              
  Toronto   CA       8.43              908              
  Toronto   CA       8.42              916              
  Toronto   CA       8.42              916              
  Toronto   CA       8.42              916              
  Toronto   CA       8.42              916              
  Toronto   CA       8.42              916              
  Toronto   CA       8.42              916              
  Toronto   CA       8.42              916              
  Toronto   CA       8.41              923              
  Toronto   CA       8.41              923              
  Toronto   CA       8.41              923              
  Toronto   CA       8.41              923              
  Toronto   CA       8.41              923              
  Toronto   CA       8.41              923              
  Toronto   CA       8.4               929              
  Toronto   CA       8.4               929              
  Toronto   CA       8.4               929              
  Toronto   CA       8.4               929              
  Toronto   CA       8.4               929              
  Toronto   CA       8.4               929              
  Toronto   CA       8.39              935              
  Toronto   CA       8.39              935              
  Toronto   CA       8.39              935              
  Toronto   CA       8.39              935              
  Toronto   CA       8.39              935              
  Toronto   CA       8.39              935              
  Toronto   CA       8.39              935              
  Toronto   CA       8.38              942              
  Toronto   CA       8.37              943              
  Toronto   CA       8.37              943              
  Toronto   CA       8.37              943              
  Toronto   CA       8.37              943              
  Toronto   CA       8.37              943              
  Toronto   CA       8.37              943              
  Toronto   CA       8.37              943              
  Toronto   CA       8.37              943              
  Toronto   CA       8.36              951              
  Toronto   CA       8.36              951              
  Toronto   CA       8.36              951              
  Toronto   CA       8.36              951              
  Toronto   CA       8.36              951              
  Toronto   CA       8.36              951              
  Toronto   CA       8.35              957              
  Toronto   CA       8.35              957              
  Toronto   CA       8.35              957              
  Toronto   CA       8.35              957              
  Toronto   CA       8.35              957              
  Toronto   CA       8.35              957              
  Toronto   CA       8.35              957              
  Toronto   CA       8.35              957              
  Toronto   CA       8.35              957              
  Toronto   CA       8.34              966              
  Toronto   CA       8.34              966              
  Toronto   CA       8.34              966              
  Toronto   CA       8.34              966              
  Toronto   CA       8.34              966              
  Toronto   CA       8.34              966              
  Toronto   CA       8.33              972              
  Toronto   CA       8.33              972              
  Toronto   CA       8.33              972              
  Toronto   CA       8.33              972              
  Toronto   CA       8.33              972              
  Toronto   CA       8.33              972              
  Toronto   CA       8.32              978              
  Toronto   CA       8.32              978              
  Toronto   CA       8.32              978              
  Toronto   CA       8.32              978              
  Toronto   CA       8.32              978              
  Toronto   CA       8.32              978              
  Toronto   CA       8.32              978              
  Toronto   CA       8.31              985              
  Toronto   CA       8.31              985              
  Toronto   CA       8.31              985              
  Toronto   CA       8.31              985              
  Toronto   CA       8.31              985              
  Toronto   CA       8.31              985              
  Toronto   CA       8.31              985              
  Toronto   CA       8.3               992              
  Toronto   CA       8.3               992              
  Toronto   CA       8.3               992              
  Toronto   CA       8.3               992              
  Toronto   CA       8.3               992              
  Toronto   CA       8.3               992              
  Toronto   CA       8.29              998              
  Toronto   CA       8.29              998              
  Toronto   CA       8.29              998              
  Toronto   CA       8.29              998              
  Toronto   CA       8.29              998              
  Toronto   CA       8.29              998              
  Toronto   CA       8.28              1004             
  Toronto   CA       8.28              1004             
  Toronto   CA       8.28              1004             
  Toronto   CA       8.28              1004             
  Toronto   CA       8.28              1004             
  Toronto   CA       8.28              1004             
  Toronto   CA       8.28              1004             
  Toronto   CA       8.28              1004             
  Toronto   CA       8.28              1004             
  Toronto   CA       8.27              1013             
  Toronto   CA       8.27              1013             
  Toronto   CA       8.27              1013             
  Toronto   CA       8.27              1013             
  Toronto   CA       8.27              1013             
  Toronto   CA       8.27              1013             
  Toronto   CA       8.27              1013             
  Toronto   CA       8.27              1013             
  Toronto   CA       8.27              1013             
  Toronto   CA       8.27              1013             
  Toronto   CA       8.27              1013             
  Toronto   CA       8.27              1013             
  Toronto   CA       8.27              1013             
  Toronto   CA       8.27              1013             
  Toronto   CA       8.27              1013             
  Toronto   CA       8.27              1013             
  Toronto   CA       8.26              1029             
  Toronto   CA       8.26              1029             
  Toronto   CA       8.26              1029             
  Toronto   CA       8.26              1029             
  Toronto   CA       8.26              1029             
  Toronto   CA       8.25              1034             
  Toronto   CA       8.25              1034             
  Toronto   CA       8.25              1034             
  Toronto   CA       8.25              1034             
  Toronto   CA       8.25              1034             
  Toronto   CA       8.25              1034             
  Toronto   CA       8.25              1034             
  Toronto   CA       8.25              1034             
  Toronto   CA       8.24              1042             
  Toronto   CA       8.24              1042             
  Toronto   CA       8.24              1042             
  Toronto   CA       8.24              1042             
  Toronto   CA       8.23              1046             
  Toronto   CA       8.23              1046             
  Toronto   CA       8.23              1046             
  Toronto   CA       8.23              1046             
  Toronto   CA       8.23              1046             
  Toronto   CA       8.23              1046             
  Toronto   CA       8.22              1052             
  Toronto   CA       8.22              1052             
  Toronto   CA       8.22              1052             
  Toronto   CA       8.22              1052             
  Toronto   CA       8.22              1052             
  Toronto   CA       8.21              1057             
  Toronto   CA       8.21              1057             
  Toronto   CA       8.21              1057             
  Toronto   CA       8.21              1057             
  Toronto   CA       8.21              1057             
  Toronto   CA       8.2               1062             
  Toronto   CA       8.2               1062             
  Toronto   CA       8.2               1062             
  Toronto   CA       8.2               1062             
  Toronto   CA       8.19              1066             
  Toronto   CA       8.19              1066             
  Toronto   CA       8.19              1066             
  Toronto   CA       8.19              1066             
  Toronto   CA       8.19              1066             
  Toronto   CA       8.19              1066             
  Toronto   CA       8.19              1066             
  Toronto   CA       8.19              1066             
  Toronto   CA       8.19              1066             
  Toronto   CA       8.19              1066             
  Toronto   CA       8.19              1066             
  Toronto   CA       8.19              1066             
  Toronto   CA       8.18              1078             
  Toronto   CA       8.18              1078             
  Toronto   CA       8.18              1078             
  Toronto   CA       8.18              1078             
  Toronto   CA       8.18              1078             
  Toronto   CA       8.18              1078             
  Toronto   CA       8.18              1078             
  Toronto   CA       8.17              1085             
  Toronto   CA       8.17              1085             
  Toronto   CA       8.17              1085             
  Toronto   CA       8.17              1085             
  Toronto   CA       8.16              1089             
  Toronto   CA       8.16              1089             
  Toronto   CA       8.16              1089             
  Toronto   CA       8.16              1089             
  Toronto   CA       8.16              1089             
  Toronto   CA       8.16              1089             
  Toronto   CA       8.16              1089             
  Toronto   CA       8.16              1089             
  Toronto   CA       8.16              1089             
  Toronto   CA       8.16              1089             
  Toronto   CA       8.16              1089             
  Toronto   CA       8.15              1100             
  Toronto   CA       8.15              1100             
  Toronto   CA       8.15              1100             
  Toronto   CA       8.15              1100             
  Toronto   CA       8.15              1100             
  Toronto   CA       8.15              1100             
  Toronto   CA       8.15              1100             
  Toronto   CA       8.14              1107             
  Toronto   CA       8.14              1107             
  Toronto   CA       8.14              1107             
  Toronto   CA       8.14              1107             
  Toronto   CA       8.14              1107             
  Toronto   CA       8.14              1107             
  Toronto   CA       8.14              1107             
  Toronto   CA       8.13              1114             
  Toronto   CA       8.13              1114             
  Toronto   CA       8.13              1114             
  Toronto   CA       8.13              1114             
  Toronto   CA       8.13              1114             
  Toronto   CA       8.13              1114             
  Toronto   CA       8.13              1114             
  Toronto   CA       8.13              1114             
  Toronto   CA       8.12              1122             
  Toronto   CA       8.12              1122             
  Toronto   CA       8.12              1122             
  Toronto   CA       8.12              1122             
  Toronto   CA       8.12              1122             
  Toronto   CA       8.11              1127             
  Toronto   CA       8.11              1127             
  Toronto   CA       8.11              1127             
  Toronto   CA       8.11              1127             
  Toronto   CA       8.1               1131             
  Toronto   CA       8.1               1131             
  Toronto   CA       8.1               1131             
  Toronto   CA       8.1               1131             
  Toronto   CA       8.1               1131             
  Toronto   CA       8.1               1131             
  Toronto   CA       8.1               1131             
  Toronto   CA       8.1               1131             
  Toronto   CA       8.1               1131             
  Toronto   CA       8.1               1131             
  Toronto   CA       8.09              1141             
  Toronto   CA       8.09              1141             
  Toronto   CA       8.09              1141             
  Toronto   CA       8.09              1141             
  Toronto   CA       8.08              1145             
  Toronto   CA       8.08              1145             
  Toronto   CA       8.08              1145             
  Toronto   CA       8.08              1145             
  Toronto   CA       8.08              1145             
  Toronto   CA       8.08              1145             
  Toronto   CA       8.08              1145             
  Toronto   CA       8.08              1145             
  Toronto   CA       8.08              1145             
  Toronto   CA       8.07              1154             
  Toronto   CA       8.07              1154             
  Toronto   CA       8.07              1154             
  Toronto   CA       8.07              1154             
  Toronto   CA       8.07              1154             
  Toronto   CA       8.06              1159             
  Toronto   CA       8.06              1159             
  Toronto   CA       8.06              1159             
  Toronto   CA       8.06              1159             
  Toronto   CA       8.06              1159             
  Toronto   CA       8.06              1159             
  Toronto   CA       8.06              1159             
  Toronto   CA       8.06              1159             
  Toronto   CA       8.06              1159             
  Toronto   CA       8.06              1159             
  Toronto   CA       8.06              1159             
  Toronto   CA       8.05              1170             
  Toronto   CA       8.05              1170             
  Toronto   CA       8.05              1170             
  Toronto   CA       8.05              1170             
  Toronto   CA       8.05              1170             
  Toronto   CA       8.05              1170             
  Toronto   CA       8.05              1170             
  Toronto   CA       8.04              1177             
  Toronto   CA       8.04              1177             
  Toronto   CA       8.04              1177             
  Toronto   CA       8.04              1177             
  Toronto   CA       8.04              1177             
  Toronto   CA       8.04              1177             
  Toronto   CA       8.04              1177             
  Toronto   CA       8.04              1177             
  Toronto   CA       8.04              1177             
  Toronto   CA       8.04              1177             
  Toronto   CA       8.04              1177             
  Toronto   CA       8.03              1188             
  Toronto   CA       8.03              1188             
  Toronto   CA       8.03              1188             
  Toronto   CA       8.02              1191             
  Toronto   CA       8.02              1191             
  Toronto   CA       8.02              1191             
  Toronto   CA       8.02              1191             
  Toronto   CA       8.01              1195             
  Toronto   CA       8.01              1195             
  Toronto   CA       8.01              1195             
  Toronto   CA       8.01              1195             
  Toronto   CA       8.01              1195             
  Toronto   CA       8.0               1200             
  Toronto   CA       8.0               1200             
  Toronto   CA       7.99              1202             
  Toronto   CA       7.99              1202             
  Toronto   CA       7.98              1204             
  Toronto   CA       7.98              1204             
  Toronto   CA       7.98              1204             
  Toronto   CA       7.98              1204             
  Toronto   CA       7.98              1204             
  Toronto   CA       7.98              1204             
  Toronto   CA       7.98              1204             
  Toronto   CA       7.97              1211             
  Toronto   CA       7.97              1211             
  Toronto   CA       7.97              1211             
  Toronto   CA       7.97              1211             
  Toronto   CA       7.97              1211             
  Toronto   CA       7.96              1216             
  Toronto   CA       7.96              1216             
  Toronto   CA       7.96              1216             
  Toronto   CA       7.96              1216             
  Toronto   CA       7.96              1216             
  Toronto   CA       7.95              1221             
  Toronto   CA       7.95              1221             
  Toronto   CA       7.94              1223             
  Toronto   CA       7.94              1223             
  Toronto   CA       7.94              1223             
  Toronto   CA       7.94              1223             
  Toronto   CA       7.94              1223             
  Toronto   CA       7.94              1223             
  Toronto   CA       7.94              1223             
  Toronto   CA       7.94              1223             
  Toronto   CA       7.94              1223             
  Toronto   CA       7.93              1232             
  Toronto   CA       7.93              1232             
  Toronto   CA       7.93              1232             
  Toronto   CA       7.93              1232             
  Toronto   CA       7.93              1232             
  Toronto   CA       7.93              1232             
  Toronto   CA       7.93              1232             
  Toronto   CA       7.93              1232             
  Toronto   CA       7.93              1232             
  Toronto   CA       7.92              1241             
  Toronto   CA       7.92              1241             
  Toronto   CA       7.92              1241             
  Toronto   CA       7.92              1241             
  Toronto   CA       7.91              1245             
  Toronto   CA       7.91              1245             
  Toronto   CA       7.91              1245             
  Toronto   CA       7.91              1245             
  Toronto   CA       7.9               1249             
  Toronto   CA       7.9               1249             
  Toronto   CA       7.89              1251             
  Toronto   CA       7.89              1251             
  Toronto   CA       7.89              1251             
  Toronto   CA       7.88              1254             
  Toronto   CA       7.88              1254             
  Toronto   CA       7.88              1254             
  Toronto   CA       7.88              1254             
  Toronto   CA       7.87              1258             
  Toronto   CA       7.87              1258             
  Toronto   CA       7.87              1258             
  Toronto   CA       7.87              1258             
  Toronto   CA       7.87              1258             
  Toronto   CA       7.87              1258             
  Toronto   CA       7.87              1258             
  Toronto   CA       7.87              1258             
  Toronto   CA       7.87              1258             
  Toronto   CA       7.86              1267             
  Toronto   CA       7.86              1267             
  Toronto   CA       7.86              1267             
  Toronto   CA       7.86              1267             
  Toronto   CA       7.86              1267             
  Toronto   CA       7.86              1267             
  Toronto   CA       7.86              1267             
  Toronto   CA       7.86              1267             
  Toronto   CA       7.86              1267             
  Toronto   CA       7.85              1276             
  Toronto   CA       7.85              1276             
  Toronto   CA       7.85              1276             
  Toronto   CA       7.85              1276             
  Toronto   CA       7.85              1276             
  Toronto   CA       7.85              1276             
  Toronto   CA       7.85              1276             
  Toronto   CA       7.85              1276             
  Toronto   CA       7.85              1276             
  Toronto   CA       7.85              1276             
  Toronto   CA       7.85              1276             
  Toronto   CA       7.85              1276             
  Toronto   CA       7.84              1288             
  Toronto   CA       7.84              1288             
  Toronto   CA       7.84              1288             
  Toronto   CA       7.83              1291             
  Toronto   CA       7.83              1291             
  Toronto   CA       7.83              1291             
  Toronto   CA       7.83              1291             
  Toronto   CA       7.83              1291             
  Toronto   CA       7.83              1291             
  Toronto   CA       7.83              1291             
  Toronto   CA       7.82              1298             
  Toronto   CA       7.82              1298             
  Toronto   CA       7.82              1298             
  Toronto   CA       7.82              1298             
  Toronto   CA       7.82              1298             
  Toronto   CA       7.82              1298             
  Toronto   CA       7.82              1298             
  Toronto   CA       7.82              1298             
  Toronto   CA       7.82              1298             
  Toronto   CA       7.82              1298             
  Toronto   CA       7.81              1308             
  Toronto   CA       7.81              1308             
  Toronto   CA       7.81              1308             
  Toronto   CA       7.81              1308             
  Toronto   CA       7.81              1308             
  Toronto   CA       7.81              1308             
  Toronto   CA       7.81              1308             
  Toronto   CA       7.81              1308             
  Toronto   CA       7.8               1316             
  Toronto   CA       7.8               1316             
  Toronto   CA       7.8               1316             
  Toronto   CA       7.8               1316             
  Toronto   CA       7.8               1316             
  Toronto   CA       7.79              1321             
  Toronto   CA       7.79              1321             
  Toronto   CA       7.79              1321             
  Toronto   CA       7.79              1321             
  Toronto   CA       7.79              1321             
  Toronto   CA       7.78              1326             
  Toronto   CA       7.78              1326             
  Toronto   CA       7.78              1326             
  Toronto   CA       7.78              1326             
  Toronto   CA       7.77              1330             
  Toronto   CA       7.77              1330             
  Toronto   CA       7.77              1330             
  Toronto   CA       7.77              1330             
  Toronto   CA       7.77              1330             
  Toronto   CA       7.76              1335             
  Toronto   CA       7.76              1335             
  Toronto   CA       7.76              1335             
  Toronto   CA       7.76              1335             
  Toronto   CA       7.76              1335             
  Toronto   CA       7.76              1335             
  Toronto   CA       7.76              1335             
  Toronto   CA       7.76              1335             
  Toronto   CA       7.76              1335             
  Toronto   CA       7.76              1335             
  Toronto   CA       7.76              1335             
